category,itemId,parentCategory,title,imageUrl,itemHashint64,upc,modifiedDate,createdDate,department,popularityIndex,brand,isActive
MOULDING - PRECUT LENGTHS,2474,MOULDINGS,1/2-in x 3/4-in x 8-ft Stain Grade Radiata Pine Shoe Moulding (Pattern 126),http://images.example.com/product/converted/049437/049437100242.jpg,53887608467251145,049437100242,2013-02-08 10:10:23,2013-01-23 01:50:43,MILLWORK,NULL,EverTrue,0
LIVE NURSERY-GRASSES&GROUND COVERS,375932,"ANNUALS, PERENNIALS & VEGETABLES",3.43 GAL GRASS ORNAMENTAL,http://images.example.com/product/converted/000000/000000000000.jpg,53889918670830238,090346089524,2013-02-08 10:11:19,2013-01-23 02:14:04,NURSERY & GARDENING,NULL,Unbranded,0
NIGHTLIGHTS,353213,LIGHT BULBS,Gray/Silver LED Night Light with Auto On/Off,http://images.example.com/product/converted/842235/842235881845.jpg,53895035581647420,842235881845,2013-02-08 10:11:08,2013-01-23 02:12:21,LIGHTING,NULL,Style Selections,0
CLOSET WIRE-CLOSETMAID,62687,CLOSET SYSTEMS,CLSMD 18PR OVER THE DOOR SHOE RCK,http://images.example.com/product/converted/075381/075381580403.jpg,53895464666823474,038861056515,2013-02-08 10:11:54,2013-01-23 01:55:22,SHELVING & HOUSEWARES,NULL,Real Organized,0
WINDOWS-VINYL-THERMASTAR 10 SERIES,121271,WINDOWS,36-in x 48-in Single Hung Window,http://images.example.com/product/converted/748171/748171404691.jpg,53906636027897596,748171404691,2013-02-08 10:09:32,2013-01-23 01:59:23,MILLWORK,NULL,ThermaStar by Pella,0
MARINE ACCESSORIES,303980,"ROPE, CHAIN & TIEDOWNS",HEAVY DUTY INSIDE CORNER PLATE,http://images.example.com/product/converted/000000/000000000000.jpg,53914444870097804,057389921044,2013-02-08 10:10:43,2013-01-23 02:08:56,HARDWARE,NULL,Dock Edge +,0
LIVE NURSERY - ANNUAL HB & PLTRS,209356,"ANNUALS, PERENNIALS & VEGETABLES",1.50-GAL SPRENGERI FERN HB,http://images.example.com/product/converted/000000/000000000000.jpg,53914982069737046,022532076254,2013-02-08 10:10:06,2013-01-23 02:04:14,NURSERY & GARDENING,NULL,Unbranded,0
P&S-SOCKETS/ADAPTERS/CANOPY SWITCH,246858,WIRING DEVICES,"660-Watts 250-Volts Porcelain Medium Base Lamp holder with 1/8"" Hickory Black",http://images.example.com/product/converted/785007/785007305326.jpg,53916851881887019,785007305326,2013-02-08 10:10:22,2013-01-23 02:06:31,ROUGH ELECTRICAL,NULL,Pass & Seymour/Legrand,0
COUNTERTOP - VTI POSTFORMS,69305,IN-STOCK KITCHEN COUNTERTOPS,B 8-FT OURO ROMANO BARCELONA,http://images.example.com/product/converted/000000/000000000000.jpg,53927501585121146,048118047685,2013-02-08 10:11:58,2013-01-23 01:55:51,KITCHEN CABINETS AND COUNTERTOPS,NULL,BELANGER Fine Laminate Countertops,0
SURGE & STRIPS,117813,EXT CORDS & WORKLIGHTS,12-Outlet Home Entertainment Surge Protector (Auto-Off Safety),http://images.example.com/product/converted/054732/054732807154.jpg,53932239802654320,054732807154,2013-02-08 10:09:31,2013-01-23 01:59:13,ROUGH ELECTRICAL,NULL,Utilitech,0
SELECTION SELECTIONS 3/4 DRAPERY HA,366361,DRAPERY HARDWARE,48-in to 84-in Metal Traverse Curtain Rod,http://images.example.com/product/converted/680656/680656134641.jpg,53941644445050839,680656134641,2013-02-08 10:11:14,2013-01-23 02:13:32,WIND/WALLS,NULL,Style Selections,0
SPECIALTY TAPE,225505,TAPE,1.88-in x 150-ft HVAC Tape,http://images.example.com/product/converted/051111/051111078129.jpg,53944826294950461,051111078129,2013-02-08 10:10:13,2013-01-23 02:05:11,PAINT,NULL,3M,0
LAWN & GARDEN BOOKS,351774,BOOKS & MAGAZINES,Herbs,http://images.example.com/product/converted/978159/9781591864905.jpg,53965411644842718,9781591864905,2013-02-08 10:11:06,2013-01-23 02:12:10,WIND/WALLS,NULL,Unbranded,0
SWING&SLIDE,4758,OUTDOOR RECREATION,Blue Swing Seat,http://images.example.com/product/converted/032866/032866446012.jpg,53988299291187015,032866446012,2013-02-08 10:11:47,2013-01-23 01:50:53,OUTDOOR FASHIONS,NULL,Swing-N-Slide,0
DECORATIVE METAL FENCE,99076,DECORATIVE,GATE TENSION SPRING NW  GTSNW,http://images.example.com/product/converted/806636/806636581148.jpg,53994685504791799,806636581148,2013-02-08 10:12:15,2013-01-23 01:58:06,LUMBER,NULL,Leslie Locke,0
STANLEY EYE BOLTS/SCREW EYES,22065,DOOR & WINDOW HARDWARE,1/4-in x 2-in Eye Bolt,http://images.example.com/product/converted/038613/038613123113.jpg,54001524640941726,038613123113,2013-02-08 10:10:10,2013-01-23 01:52:16,HARDWARE,NULL,Stanley-National Hardware,0
LIVE NURSERY-ANNUALS,221629,"ANNUALS, PERENNIALS & VEGETABLES",1.25-QT VINCA,http://images.example.com/product/converted/000000/000000000000.jpg,54005181181593866,022532076100,2013-02-08 10:10:11,2013-01-23 02:04:59,NURSERY & GARDENING,NULL,Unbranded,0
WINDOWS - ALUM PLYGEM,40097,WINDOWS,24-in x 36-in 1600 Series Double Pane Single Hung Window,http://images.example.com/product/converted/099612/099612036484.jpg,54008273091062029,099612036484,2013-02-08 10:11:30,2013-01-23 01:53:44,MILLWORK,NULL,Ply Gem,0
LINEAL METALS,366865,SPECIALTY METALS,Galvanized Steel Drip Edge,http://images.example.com/product/converted/760885/760885007098.jpg,54026767142661136,760885007098,2013-02-08 10:11:14,2013-01-23 02:13:33,BUILDING MATERIALS,NULL,Union Corrugating,0
DEC BRACKETS AND BOARDS,180909,SHELVING,Chestnut Shelf,http://images.example.com/product/converted/042666/042666606318.jpg,54026961272380775,042666606318,2013-02-08 10:09:57,2013-01-23 02:02:52,SHELVING & HOUSEWARES,NULL,Sauder,0
BOSCH FL DRYERS,31833,LAUNDRY - DRYERS,MC (14899)BO ELEC DRYER WTMC5321U,http://images.example.com/product/converted/825225/825225852339.jpg,54028532604918172,825225852339,2013-02-08 10:10:49,2013-01-23 01:53:09,APPLIANCES,NULL,Bosch,0
APPLICATORS:  BRUSHES,106084,APPLICATORS,12 pk. Foam Paint Brush Set,http://images.example.com/product/converted/879713/879713000160.jpg,54029546300784131,879713000160,2013-02-08 10:09:26,2013-01-23 01:58:32,PAINT,NULL,Unbranded,0
SIEMENS BREAKERS & ACCESSORIES,155595,SWITCH GEAR & ACCESSORIES,QP 200-Amp Main Circuit Breaker,http://images.example.com/product/converted/783643/783643388017.jpg,54040431797929347,783643388017,2013-02-08 10:09:46,2013-01-23 02:01:23,ROUGH ELECTRICAL,NULL,Siemens,0
SANDPAPER,217967,ROTARY TOOLS & ACCESSORIES,4-Pack 220-Grit 5-in W x 5-in L 8-Hole Hook and Loop Sanding Disc Sandpaper,http://images.example.com/product/converted/082354/082354077204.jpg,54051195342969330,082354077204,2013-02-08 10:10:09,2013-01-23 02:04:40,TOOLS,NULL,Gator,0
LINEAR TRACK,232848,TRACK LIGHTING,DRP LIVE END W/ 1PC COVER WHITE,http://images.example.com/product/converted/000000/000000000000.jpg,54053873897761901,022011760704,2013-02-08 10:10:16,2013-01-23 02:05:31,LIGHTING,NULL,Portfolio,0
WINDOWS-ALUM-AWP,45126,WINDOWS,68-3/4-in x 39-3/8-in 580 Series Single Pane Replacement Single Hung Window,http://images.example.com/product/converted/664275/664275863113.jpg,54054687717805566,664275863113,2013-02-08 10:11:44,2013-01-23 01:54:04,MILLWORK,NULL,West Palm,0
WIRE CONNECTORS,75926,ELECTRICAL ACCESSORIES,WIRENUT ORANGE 12 BAG GB,http://images.example.com/product/converted/000000/000000000000.jpg,54061729181703659,032076190033,2013-02-08 10:12:02,2013-01-23 01:56:29,ROUGH ELECTRICAL,NULL,Gardner Bender,0
PLASTIC BOXES,14629,ELECTRICAL BOXES,23.8 Cu. In. Old Work Electrical Box,http://images.example.com/product/converted/786358/786358550649.jpg,54064422241588220,786358550649,2013-02-08 10:09:43,2013-01-23 01:51:42,ROUGH ELECTRICAL,NULL,CARLON,0
FURN CARP FLOOR,169181,CLEANERS,32-oz Oil Soap,http://images.example.com/product/converted/070481/070481011024.jpg,54068709407517421,070481011024,2013-02-08 10:09:52,2013-01-23 02:02:14,SHELVING & HOUSEWARES,NULL,Murphy,0
TOOLS - SPEEDFIT,170991,HAND TOOLS,13-Piece 2-in Ratcheting Multi-Bit Screwdriver,http://images.example.com/product/converted/843744/843744000703.jpg,54074403969704409,843744000703,2013-02-08 10:09:53,2013-01-23 02:02:22,TOOLS,NULL,Kobalt,0
GRASS & WEED KILLER,367474,L&G CHEMICALS & CONTROLS,32 Oz. Grass and Weed Killer,http://images.example.com/product/converted/071121/071121960245.jpg,54083603836341577,071121960245,2013-02-08 10:11:15,2013-01-23 02:13:35,NURSERY & GARDENING,NULL,Spectracide,0
5X8 RUGS,402587,RUGS,Yazoo 65-in x 7-ft 6-in Rectangular Tan Geometric Area Rug,http://images.example.com/product/converted/765894/765894782981.jpg,54084225124800060,765894782981,2013-02-08 10:11:31,2013-01-23 02:15:35,WIND/WALLS,NULL,allen + roth,0
PATIO DOORS-STEEL HINGED-PROBILT,339054,PATIO DOOR,71-1/2-in Low-E Insulating 1-Lite Composite French Inswing Patio Door,http://images.example.com/product/converted/807584/807584318695.jpg,54088133716782566,807584318695,2013-02-08 10:11:01,2013-01-23 02:11:33,MILLWORK,NULL,JELD-WEN,0
SHELF LINER,46630,KITCHEN ORGANIZATION,"20""X8' CHOCOLATE SHELF LINER",http://images.example.com/product/converted/075353/075353224359.jpg,54098164986005337,075353224359,2013-02-08 10:11:46,2013-01-23 01:54:11,KITCHEN CABINETS AND COUNTERTOPS,NULL,Duck,0
FLOWER BULBS - FALL,204718,FLOWER BULBS,12-Pack Yellow Cheerfulness Daffodil Bulbs,http://images.example.com/product/converted/820572/820572231578.jpg,54099437260845395,820572231578,2013-02-08 10:10:05,2013-01-23 02:04:01,NURSERY & GARDENING,NULL,D.W. Lefeber & Co.,0
CRABGRASS PREVENTER,231662,FERTILIZER,Lawn Fertilizer,http://images.example.com/product/converted/000000/000000000000.jpg,54105885857353071,032247180054,2013-02-08 10:10:16,2013-01-23 02:05:27,NURSERY & GARDENING,NULL,Scotts,0
SHOWROOM 1 COLLECTION,15589,DECOR LAMPS,DRPCFL WALAGRS HNDPTD ACNT  97445,http://images.example.com/product/converted/000000/000000000000.jpg,54110148896679552,020258090318,2013-02-08 10:09:46,2013-01-23 01:51:47,LIGHTING,NULL,Portfolio,0
LIVE NURSERY - GREENHOUSE FOLIAGE,292996,HOUSE PLANTS,WOODLAND PLANT TERRARIUM PACKAGED,http://images.example.com/product/converted/000000/000000000000.jpg,54117781583751218,025735000163,2013-02-08 10:10:39,2013-01-23 02:08:19,NURSERY & GARDENING,NULL,Unbranded,0
SELECT PINE BOARDS,1158,FINISH BOARDS,1X6X8' SELECT PINE,http://images.example.com/product/converted/716781/716781132310.jpg,54123131919721630,692189016967,2013-02-08 10:09:30,2013-01-23 01:50:38,MILLWORK,NULL,Unbranded,0
OPP SYSTEMS-STACKERS,49273,CLOSET SYSTEMS,Stackable Espresso 9 Cube Organizer,http://images.example.com/product/converted/075381/075381786751.jpg,54133246092748324,075381786751,2013-02-08 10:11:48,2013-01-23 01:54:20,SHELVING & HOUSEWARES,NULL,ClosetMaid,0
LAWN & GARDEN - MOWERS - PUSH,199131,WALK BEHIND MOWERS,18-in Reel Lawn Mower,http://images.example.com/product/converted/841821/841821004156.jpg,54146896239323231,6953120400028,2013-02-08 10:10:03,2013-01-23 02:03:45,OUTDOOR POWER EQUIPMENT,NULL,Task Force,0
FRIGIDAIRE - UPRIGHT,42631,FREEZERS,16.7 cu ft Upright Freezer (White) ENERGY STAR,http://images.example.com/product/converted/012505/012505228223.jpg,54151555544677840,012505228223,2013-02-08 10:11:38,2013-01-23 01:53:54,APPLIANCES,NULL,Frigidaire,0
LIVE NURSERY-ANNUALS,368528,"ANNUALS, PERENNIALS & VEGETABLES",3.0 QT SALVIA,http://images.example.com/product/converted/000000/000000000000.jpg,54181662251505070,014934336852,2013-02-08 10:11:15,2013-01-23 02:13:38,NURSERY & GARDENING,NULL,Unbranded,0
P&S - RESIDENTIAL DEVICES & PLATES,418514,WIRING DEVICES,Plastic Combination Wall Jack,http://images.example.com/product/converted/804428/804428065241.jpg,54181722923873485,804428065241,2013-02-08 10:11:35,2013-01-23 02:16:15,ROUGH ELECTRICAL,NULL,Pass & Seymour/Legrand,0
SMALL APPLIANCES: 907 ONLY,349758,SMALL APPLIANCES & KITCHEN ACC,White 10-Cup Coffee Maker,http://images.example.com/product/converted/072504/072504077765.jpg,54193502856416666,072504077765,2013-02-08 10:11:05,2013-01-23 02:12:02,APPLIANCES,NULL,BUNN,0
FLOORING - CARPET (12 & 6 FT DIY),416849,"STOCK CARPET, PAD & ACC",Marble Multicolor Textured Carpet,http://images.example.com/product/converted/833561/833561040990.jpg,54203573191061791,833561040990,2013-02-08 10:11:34,2013-01-23 02:16:05,FLOORING,NULL,Looptex Mills,0
MONROVIA - SHRUBS,431817,SHRUBS/TREES,3.00 QT BENGAL ORNG BOUGY,http://images.example.com/product/converted/000000/000000000000.jpg,54226252744913030,014949205624,2013-02-08 10:11:40,2013-01-23 02:16:48,NURSERY & GARDENING,NULL,Monrovia,0
MOULDING - PRECUT LENGTHS,178127,MOULDINGS,5/8-in x 2-1/4-in x 7-ft Primed MDF Casing Moulding (Pattern 324),http://images.example.com/product/converted/716781/716781062914.jpg,54227403586322944,716781062914,2013-02-08 10:09:56,2013-01-23 02:02:43,MILLWORK,NULL,EverTrue,0
STRIP LIGHTS,163731,FLUORESCENT LIGHTING,"97"" Fluorescent Strip Light",http://images.example.com/product/converted/080083/080083520565.jpg,54227887219271492,080083520565,2013-02-08 10:09:50,2013-01-23 02:01:57,LIGHTING,NULL,Metalux,0
PLUMBING - RAINBIRD,249818,IRRIGATION,4-Zone Simple-to-Set Irrigation Timer,http://images.example.com/product/converted/077985/077985004644.jpg,54252882141172044,077985004644,2013-02-08 10:10:24,2013-01-23 02:06:40,ROUGH PLUMBING,NULL,Rain Bird,0
LIVE NURSERY-LANDSCAPE TROPICALS,11390,SHRUBS/TREES,2.5 QT CACTI PRM OUTDOOR,http://images.example.com/product/converted/000000/000000000000.jpg,54253827107930805,090346004886,2013-02-08 10:09:29,2013-01-23 01:51:26,NURSERY & GARDENING,NULL,Unbranded,0
NCF - STATUARY AND FIGURINES,352217,OUTDOOR DECOR / ACCESSORIES,"12""H Southwest Garden Statue",http://images.example.com/product/converted/044321/044321412180.jpg,54261903082085526,044321412180,2013-02-08 10:11:07,2013-01-23 02:12:15,OUTDOOR FASHIONS,NULL,Garden Treasures,0
TOOL CHESTS,351095,TOOL STORAGE,4-Drawer 35-3/4-in Steel Tool Cabinet (Black),http://images.example.com/product/converted/693694/6936945603973.jpg,54263933797672207,6936945603973,2013-02-08 10:11:06,2013-01-23 02:12:07,TOOLS,NULL,Kobalt,0
IMPORT SIGNS NUMBERS LETTERS,214370,GENERAL HARDWARE,"5"" Black Number 3",http://images.example.com/product/converted/687849/687849009038.jpg,54266090657816251,687849009038,2013-02-08 10:10:08,2013-01-23 02:04:32,HARDWARE,NULL,Gatehouse,0
ALLEN + ROTH MIRRORS,114977,MIRRORS & ACCENTS,"29-3/4"" x 35-3/4"" Cottage Blue Rectangle Framed Mirror",http://images.example.com/product/converted/044021/044021724576.jpg,54270478790291690,044021724576,2013-02-08 10:09:30,2013-01-23 01:59:04,WIND/WALLS,NULL,MCS Industries,0
COAXIAL CONNECTORS/PLATES,303096,MULTIMEDIA - RE,4-Pack Screw On F-Pins,http://images.example.com/product/converted/044476/044476061356.jpg,54271367206792755,044476061356,2013-02-08 10:10:43,2013-01-23 02:08:53,ROUGH ELECTRICAL,NULL,RCA,0
TOOLS - HOLE SAWS,117643,POWER TOOLS ACCESSORIES,6PC ELECT. ARBORED HOLE SAW KIT,http://images.example.com/product/converted/082472/082472304121.jpg,54271452260568565,082472304121,2013-02-08 10:09:31,2013-01-23 01:59:13,TOOLS,NULL,LENOX,0
WRIGHT PRODUCTS,65272,DOOR & WINDOW HARDWARE,Heavy Duty Storm Door Closer,http://images.example.com/product/converted/038462/038462003727.jpg,54288302986491711,038462003727,2013-02-08 10:11:56,2013-01-23 01:55:33,HARDWARE,NULL,WRIGHT PRODUCTS,0
RODENT CONTROL,333957,L&G CHEMICALS & CONTROLS,Mouse Killer Pre-loaded Disposable Mouse Bait Station,http://images.example.com/product/converted/048745/048745233406.jpg,54297423464306664,048745233406,2013-02-08 10:10:57,2013-01-23 02:11:02,NURSERY & GARDENING,NULL,TOMCAT,0
PLUMBING-TUBULAR DRAINAGE,31341,PLUMBING REPAIR SUPPLIES,"1-1/2""Chrome 17-Gauge ""Choke"" P Trap",http://images.example.com/product/converted/046224/046224006213.jpg,54299673347437376,046224006213,2013-02-08 10:10:46,2013-01-23 01:53:06,ROUGH PLUMBING,NULL,Keeney Mfg. Co.,0
KOBALT OPEN SOCKETS,336839,HAND TOOLS,1/4-in Drive 3/8-in Deep 6-Point Standard (SAE) Socket,http://images.example.com/product/converted/099198/099198855080.jpg,54309802528703537,099198855080,2013-02-08 10:10:59,2013-01-23 02:11:16,TOOLS,NULL,Kobalt,0
KEYS - AXXESS,33279,LOCKSETS,#90 Russwin Lock Key Blank,http://images.example.com/product/converted/736511/736511500905.jpg,54313534509968947,736511500905,2013-02-08 10:10:57,2013-01-23 01:53:10,HARDWARE,NULL,The Hillman Group,0
SAUCES & SEASONINGS - CAN,434559,GRILL ACCESSORIES,3.5 oz Chicken Seasoning Mix,http://images.example.com/product/converted/734756/734756008422.jpg,54315951579655799,734756008422,2013-02-08 10:11:41,2013-01-23 02:16:53,OUTDOOR FASHIONS,NULL,Cowboy Charcoal,0
TOOLS - CHISELS AND FILES,138534,HAND TOOLS,8-in File,http://images.example.com/product/converted/843744/843744003223.jpg,54323924549742359,843744003223,2013-02-08 10:09:39,2013-01-23 02:00:18,TOOLS,NULL,Kobalt,0
OUTDOOR FLOODS,442089,LIGHT BULBS,2-Pack 35-Watt Medium Base Soft White Decorative Halogen Light Bulbs,http://images.example.com/product/converted/017801/017801998757.jpg,54330672233945228,017801998757,2013-02-08 10:11:42,2013-01-23 02:16:59,LIGHTING,NULL,Utilitech,0
LIVE NURSERY - VINES,51504,SHRUBS/TREES,3.25-Gallon Carolina Jessamine (L7472),http://images.example.com/product/converted/008776/008776515490.jpg,54347390522617538,008776515490,2013-02-08 10:11:49,2013-01-23 01:54:35,NURSERY & GARDENING,NULL,Unbranded,0
CHROME SINGLE HANDLE T&S,40946,BATH FAUCETS,Covina Chrome 1-Handle Tub and Shower Faucet  with Single Function Showerhead,http://images.example.com/product/converted/000000/000000000000.jpg,54350949811222272,012611518539,2013-02-08 10:11:33,2013-01-23 01:53:47,FASHION PLUMBING,NULL,American Standard,0
CONTINENTAL SADDLE,292977,IN-STOCK KITCHEN CABINETS,"96"" CROWN SADDLE CCI CODE AC1",http://images.example.com/product/converted/000000/000000000000.jpg,54357827607308476,087078982988,2013-02-08 10:10:39,2013-01-23 02:08:19,KITCHEN CABINETS AND COUNTERTOPS,NULL,"Continental Cabinets, Inc.",0
KOBALT K-RAIL AND ACCESSORIES,103683,GARAGE ORGANIZATION,KOBALT K-RAIL,http://images.example.com/product/converted/471986/4719867347468.jpg,54359010566065278,4719867347468,2013-02-08 10:09:25,2013-01-23 01:58:25,SHELVING & HOUSEWARES,NULL,Kobalt,0
LIVE NURSERY - CONTAINER ROSES,291395,SHRUBS/TREES,1.5 GAL ROSE LONG STEM PATIO PLNT,http://images.example.com/product/converted/000000/000000000000.jpg,54369185694091426,042113916946,2013-02-08 10:10:38,2013-01-23 02:08:14,NURSERY & GARDENING,NULL,Unbranded,0
SPECIALTY HARD-TO-FIND,290152,FASTENERS,6-Count #9 x 3/4-in Zinc Plated Wood Screw,http://images.example.com/product/converted/008236/008236900095.jpg,54372434707948348,008236900095,2013-02-08 10:10:38,2013-01-23 02:08:09,HARDWARE,NULL,The Hillman Group,0
PRE-HUNG: MOLDED SOLID CORE 6 PANEL,173535,INTERIOR DOORS,"24"" 6 PNL MLD TX SC UT LH PFJ 376",http://images.example.com/product/converted/000000/000000000000.jpg,54372627395959990,030151086967,2013-02-08 10:09:54,2013-01-23 02:02:28,MILLWORK,NULL,Safe 'N Sound,0
LED RETROFIT LIGHT BULBS,338924,LIGHT BULBS,15-Watt (75W) PAR30 Shortneck Medium Base Warm White (3000K) LED Bulb ENERGY STAR,http://images.example.com/product/converted/036725/036725570412.jpg,54380875740133397,036725570412,2013-02-08 10:11:01,2013-01-23 02:11:33,LIGHTING,NULL,Samsung,0
NCF-PATIO INDOOR/OUTDOOR RUGS,104770,PATIO INDOOR/OUTDOOR RUGS,8-ft x 11-ft Rectangular Beige Area Rug,http://images.example.com/product/converted/839733/839733993729.jpg,54386386633329497,839733993729,2013-02-08 10:09:26,2013-01-23 01:58:28,OUTDOOR FASHIONS,NULL,Balta,0
NUMBERS AND LETTERS,16229,GENERAL HARDWARE,"11"" x 10"" Dallas Cowboys Home Sweet Home Sign",http://images.example.com/product/converted/000000/000000000000.jpg,54392209859363701,032085918659,2013-02-08 10:09:49,2013-01-23 01:51:49,HARDWARE,NULL,WinCraft Sports,0
"PNEUM-ROOFING,SIDING,FLOORING & SPE",268176,PNEUMATICS,"2"" HARDWOOD FLOORING CLEATS",http://images.example.com/product/converted/000000/000000000000.jpg,54398199019741790,626044002604,2013-02-08 10:10:30,2013-01-23 02:07:21,TOOLS,NULL,Paslode,0
SOS SE DELTA BATH ACCESS.,14047,SOS BATH D?COR,SOSE TISSUE HOLDER STAINLESS,http://images.example.com/product/converted/034449/034449481007.jpg,54410011812616822,034449481007,2013-02-08 10:09:40,2013-01-23 01:51:40,FASHION PLUMBING,NULL,Delta,0
AUTOMOTIVE CONSUMABLES,325872,"TRUCK, TRAILERS & ACCESSORIES",Automotive Replacement Bulb,http://images.example.com/product/converted/046135/046135360534.jpg,54414078050639381,046135360534,2013-02-08 10:10:52,2013-01-23 02:10:19,HARDWARE,NULL,SYLVANIA,0
FRAMING HARDWARE,137724,FASTENERS,4-in x 6-in Steel G185 Post Base,http://images.example.com/product/converted/081942/081942116325.jpg,54423172612832675,081942116325,2013-02-08 10:09:39,2013-01-23 02:00:14,HARDWARE,NULL,USP,0
